,epoch,G_Loss,D_Loss
0,100,0.18749064207077026,0.6978438496589661
1,100,0.15482546389102936,0.6923070549964905
2,100,0.14205233752727509,0.6968144178390503
3,100,0.17071133852005005,0.6930751204490662
4,100,0.10558758676052094,0.6975499391555786
5,100,0.10411063581705093,0.6953576803207397
6,100,0.09417858719825745,0.69399094581604
7,100,0.09217782318592072,0.6974480748176575
8,100,0.09145814180374146,0.6964583396911621
9,100,0.11332419514656067,0.6951045989990234
10,100,0.09763017296791077,0.6924563646316528
11,100,0.08806870877742767,0.6936464905738831
12,100,0.07642897963523865,0.6952992081642151
13,100,0.06683241575956345,0.6955848932266235
14,100,0.09809058159589767,0.6908170580863953
15,100,0.08503752201795578,0.6961897611618042
16,100,0.12189099937677383,0.692744255065918
17,100,0.10026078671216965,0.6979671716690063
18,100,0.09879855811595917,0.7014381289482117
19,100,0.10297292470932007,0.6984317302703857
20,100,0.08904562145471573,0.6890966892242432
21,100,0.07933971285820007,0.6978901624679565
22,100,0.08167791366577148,0.6939728260040283
23,100,0.07886744290590286,0.6945484280586243
24,100,0.07386429607868195,0.6936987042427063
25,100,0.07051151990890503,0.6978405714035034
26,100,0.08104588091373444,0.6948187351226807
27,100,0.09761936962604523,0.6979734897613525
28,100,0.07220114022493362,0.6961520910263062
29,100,0.09152188897132874,0.6966633796691895
30,100,0.08453265577554703,0.702856183052063
31,100,0.092584028840065,0.6949472427368164
32,100,0.06129550188779831,0.6970127820968628
33,100,0.06869519501924515,0.7006756663322449
34,100,0.06775126606225967,0.6978167295455933
35,100,0.07872150838375092,0.6974815130233765
36,100,0.08882757276296616,0.6979745626449585
37,100,0.09148352593183517,0.6918635368347168
38,100,0.07165658473968506,0.6940231323242188
39,100,0.05681851506233215,0.6945135593414307
40,100,0.07279805839061737,0.6973793506622314
41,100,0.06873559206724167,0.6950370669364929
42,100,0.09496796876192093,0.6971050500869751
43,100,0.0632239431142807,0.6928045749664307
44,100,0.050209470093250275,0.694366991519928
45,100,0.07378537952899933,0.6931943297386169
46,100,0.08089111000299454,0.7008750438690186
47,100,0.07365123182535172,0.6987311244010925
48,100,0.06575030088424683,0.6924168467521667
49,100,0.06277532875537872,0.6927707195281982
50,100,0.05063027888536453,0.695914626121521
51,100,0.06285461038351059,0.6986899375915527
52,100,0.06120830029249191,0.6954396963119507
53,100,0.060749392956495285,0.6980069875717163
54,100,0.056496839970350266,0.6965901851654053
55,100,0.06397481262683868,0.6977118253707886
56,100,0.06172426417469978,0.6971908807754517
57,100,0.05951272323727608,0.7011718153953552
58,100,0.064670130610466,0.6985491514205933
59,100,0.048567332327365875,0.6962144374847412
60,100,0.0501614511013031,0.6967896223068237
61,100,0.04276438429951668,0.6994438171386719
62,100,0.05032433196902275,0.6967473030090332
63,100,0.04351450130343437,0.6970678567886353
64,100,0.04397992417216301,0.6973637342453003
65,100,0.04551801458001137,0.7006051540374756
66,100,0.04491236060857773,0.6968566179275513
67,100,0.05277320742607117,0.6970964670181274
68,100,0.048412956297397614,0.6985268592834473
69,100,0.044143497943878174,0.6966413855552673
70,100,0.038065552711486816,0.6966880559921265
71,100,0.032976362854242325,0.6986871957778931
72,100,0.051984891295433044,0.6938987970352173
73,100,0.03789613023400307,0.6949663758277893
74,100,0.04394388198852539,0.6978290677070618
75,100,0.048253074288368225,0.6993389129638672
76,100,0.04582752287387848,0.6964776515960693
77,100,0.04597541317343712,0.6983751058578491
78,100,0.036852724850177765,0.6981097459793091
79,100,0.03895314782857895,0.6989487409591675
80,100,0.041972916573286057,0.6945317983627319
81,100,0.05601513385772705,0.6962217092514038
82,100,0.04747873917222023,0.6955467462539673
83,100,0.03371652215719223,0.6948846578598022
84,100,0.04440312087535858,0.6960848569869995
85,100,0.03349890932440758,0.6986199617385864
86,100,0.054699063301086426,0.697955310344696
87,100,0.047517552971839905,0.694007933139801
88,100,0.04524432495236397,0.6964045763015747
89,100,0.03615366294980049,0.6970012187957764
90,100,0.04272343963384628,0.6943336129188538
91,100,0.03524024784564972,0.6988791227340698
92,100,0.0366695299744606,0.6986509561538696
93,100,0.03944367170333862,0.6965644955635071
94,100,0.03534749150276184,0.6994452476501465
95,100,0.03464755043387413,0.6935261487960815
96,100,0.03416331484913826,0.6964399814605713
97,100,0.04425734281539917,0.6977245211601257
98,100,0.037171319127082825,0.6937227249145508
99,100,0.03906536474823952,0.6975120306015015
